Radionuclide	Ba-133
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
		Female	2.4E-9	1.2E-9	1.0E-9	6.1E-10	4.0E-10	1.2E-9	0.0E+0	1.1E-9	1.4E-9	6.9E-10	1.1E-9	4.1E-9	1.8E-9	1.6E-9	5.4E-10	1.3E-9	2.1E-9	1.0E-9	7.5E-10	9.1E-10	1.1E-9	9.7E-10	1.9E-9	8.7E-10	0.0E+0	9.9E-10	7.0E-10	1.1E-9	1.2E-9
Inhalation, Aerosols Type F, Barium chloride, carbonate, fA=0.2, 3 µm	1.3E-9	Male	2.5E-9	1.2E-9	1.1E-9	7.7E-10	3.8E-10	0.0E+0	4.2E-10	1.3E-9	1.4E-9	7.9E-10	1.1E-9	3.9E-9	1.5E-9	1.2E-9	5.7E-10	1.1E-9	1.8E-9	8.0E-10	8.4E-10	9.0E-10	1.1E-9	9.5E-10	1.6E-9	9.1E-10	1.2E-9	9.4E-10	9.7E-10	1.2E-9	0.0E+0
		Female	3.0E-9	1.5E-9	1.3E-9	7.6E-10	4.9E-10	1.5E-9	0.0E+0	1.3E-9	1.7E-9	8.5E-10	1.4E-9	5.1E-9	2.2E-9	1.9E-9	6.6E-10	1.7E-9	2.6E-9	1.2E-9	9.2E-10	1.1E-9	1.3E-9	1.2E-9	2.4E-9	1.1E-9	0.0E+0	1.3E-9	8.6E-10	1.4E-9	1.5E-9
Inhalation, Aerosols Type F, Barium chloride, carbonate, fA=0.2, 5 µm	1.3E-9	Male	2.4E-9	1.2E-9	1.1E-9	7.6E-10	3.7E-10	0.0E+0	4.1E-10	1.2E-9	1.3E-9	7.7E-10	1.1E-9	3.8E-9	1.5E-9	1.2E-9	5.5E-10	1.0E-9	1.8E-9	7.9E-10	8.1E-10	8.8E-10	1.1E-9	9.2E-10	1.6E-9	8.9E-10	1.2E-9	9.3E-10	9.5E-10	1.2E-9	0.0E+0
		Female	2.9E-9	1.5E-9	1.2E-9	7.5E-10	4.7E-10	1.5E-9	0.0E+0	1.3E-9	1.6E-9	8.3E-10	1.3E-9	4.9E-9	2.1E-9	1.9E-9	6.4E-10	1.6E-9	2.6E-9	1.2E-9	8.9E-10	1.1E-9	1.3E-9	1.2E-9	2.3E-9	1.1E-9	0.0E+0	1.2E-9	8.4E-10	1.4E-9	1.4E-9
Inhalation, Aerosols Type F, Barium chloride, carbonate, fA=0.2, 10 µm	1.1E-9	Male	2.1E-9	1.1E-9	9.3E-10	6.7E-10	3.2E-10	0.0E+0	3.5E-10	1.1E-9	1.2E-9	6.7E-10	9.5E-10	3.2E-9	1.3E-9	1.0E-9	4.8E-10	9.0E-10	1.6E-9	6.9E-10	7.0E-10	7.6E-10	9.3E-10	7.9E-10	1.4E-9	7.8E-10	1.0E-9	8.1E-10	8.2E-10	9.9E-10	0.0E+0
		Female	2.5E-9	1.4E-9	1.0E-9	6.5E-10	4.1E-10	1.3E-9	0.0E+0	1.1E-9	1.4E-9	7.1E-10	1.1E-9	4.2E-9	1.8E-9	1.6E-9	5.5E-10	1.4E-9	2.2E-9	1.0E-9	7.6E-10	9.5E-10	1.1E-9	1.0E-9	2.0E-9	9.2E-10	0.0E+0	1.1E-9	7.2E-10	1.2E-9	1.3E-9
Inhalation, Aerosols Type F, Barium chloride, carbonate, fA=0.2, 20 µm	8.9E-10	Male	1.7E-9	8.7E-10	7.5E-10	5.5E-10	2.6E-10	0.0E+0	2.8E-10	8.7E-10	9.3E-10	5.4E-10	7.6E-10	2.6E-9	1.0E-9	8.3E-10	3.9E-10	7.3E-10	1.3E-9	5.7E-10	5.7E-10	6.2E-10	7.5E-10	6.4E-10	1.1E-9	6.4E-10	8.2E-10	6.7E-10	6.6E-10	8.0E-10	0.0E+0
		Female	2.0E-9	1.1E-9	8.4E-10	5.3E-10	3.3E-10	1.1E-9	0.0E+0	9.3E-10	1.1E-9	5.8E-10	9.3E-10	3.4E-9	1.5E-9	1.3E-9	4.5E-10	1.1E-9	1.8E-9	8.3E-10	6.2E-10	7.7E-10	9.2E-10	8.1E-10	1.6E-9	7.5E-10	0.0E+0	9.0E-10	5.9E-10	9.4E-10	1.0E-9
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 0.001 µm	1.6E-9	Male	6.5E-10	8.4E-10	8.4E-9	4.5E-10	1.7E-10	0.0E+0	1.0E-10	3.9E-10	5.2E-10	3.3E-10	3.9E-10	9.2E-10	3.7E-10	3.3E-10	1.6E-10	3.5E-10	1.1E-8	4.1E-10	4.2E-10	3.4E-10	5.6E-10	2.6E-10	5.4E-10	4.5E-10	3.2E-10	4.4E-10	4.0E-10	4.6E-10	0.0E+0
		Female	8.1E-10	1.0E-9	9.0E-9	3.3E-10	2.1E-10	6.4E-10	0.0E+0	5.0E-10	6.5E-10	3.1E-10	5.1E-10	1.2E-9	5.2E-10	5.4E-10	1.8E-10	4.6E-10	1.3E-8	3.7E-10	4.8E-10	3.7E-10	7.0E-10	3.3E-10	8.2E-10	4.0E-10	0.0E+0	6.1E-10	3.3E-10	5.6E-10	6.8E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 0.003 µm	5.8E-9	Male	2.4E-9	1.3E-9	3.3E-8	1.7E-9	1.3E-9	0.0E+0	2.8E-10	8.9E-10	3.4E-9	1.9E-9	2.2E-9	2.8E-9	1.0E-9	9.9E-10	5.4E-10	1.5E-9	7.4E-9	1.2E-9	3.9E-9	1.0E-9	2.1E-9	9.3E-10	1.3E-9	1.2E-9	8.1E-10	9.0E-10	2.4E-9	3.6E-9	0.0E+0
		Female	3.1E-9	1.5E-9	3.6E-8	1.5E-9	1.9E-9	1.2E-9	0.0E+0	9.9E-10	4.5E-9	2.0E-9	2.6E-9	3.7E-9	1.5E-9	1.6E-9	6.7E-10	1.9E-9	9.1E-9	1.5E-9	4.9E-9	1.2E-9	2.5E-9	1.2E-9	1.9E-9	1.2E-9	0.0E+0	1.1E-9	2.2E-9	4.5E-9	1.2E-9
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 0.01 µm	1.3E-8	Male	6.7E-9	2.3E-9	6.2E-8	5.0E-9	4.6E-9	0.0E+0	6.4E-10	1.9E-9	1.1E-8	6.0E-9	6.9E-9	7.1E-9	2.4E-9	2.5E-9	1.5E-9	4.4E-9	5.5E-9	3.3E-9	1.4E-8	2.8E-9	6.2E-9	2.6E-9	3.0E-9	3.2E-9	1.8E-9	1.9E-9	7.9E-9	1.2E-8	0.0E+0
		Female	8.8E-9	2.4E-9	7.0E-8	4.5E-9	6.8E-9	2.3E-9	0.0E+0	2.0E-9	1.5E-8	6.6E-9	8.0E-9	9.4E-9	3.5E-9	3.9E-9	1.9E-9	5.5E-9	7.5E-9	4.3E-9	1.7E-8	3.2E-9	7.3E-9	3.3E-9	4.5E-9	3.0E-9	0.0E+0	2.3E-9	7.5E-9	1.5E-8	2.2E-9
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 0.03 µm	1.0E-8	Male	5.7E-9	1.9E-9	4.9E-8	4.3E-9	4.0E-9	0.0E+0	5.3E-10	1.6E-9	9.9E-9	5.2E-9	6.0E-9	5.9E-9	2.0E-9	2.1E-9	1.3E-9	3.8E-9	3.7E-9	2.8E-9	1.2E-8	2.4E-9	5.3E-9	2.2E-9	2.5E-9	2.7E-9	1.5E-9	1.6E-9	6.8E-9	1.1E-8	0.0E+0
		Female	7.4E-9	1.9E-9	5.6E-8	3.9E-9	5.9E-9	1.9E-9	0.0E+0	1.6E-9	1.3E-8	5.7E-9	6.9E-9	7.8E-9	2.9E-9	3.3E-9	1.6E-9	4.7E-9	5.3E-9	3.7E-9	1.5E-8	2.7E-9	6.2E-9	2.8E-9	3.8E-9	2.6E-9	0.0E+0	1.9E-9	6.4E-9	1.3E-8	1.8E-9
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 0.1 µm	5.1E-9	Male	2.9E-9	9.6E-10	2.4E-8	2.2E-9	2.0E-9	0.0E+0	2.7E-10	8.0E-10	4.9E-9	2.6E-9	3.0E-9	3.0E-9	1.0E-9	1.1E-9	6.3E-10	1.9E-9	2.1E-9	1.4E-9	6.0E-9	1.2E-9	2.6E-9	1.1E-9	1.2E-9	1.4E-9	7.6E-10	8.1E-10	3.4E-9	5.3E-9	0.0E+0
		Female	3.7E-9	9.5E-10	2.8E-8	1.9E-9	3.0E-9	9.4E-10	0.0E+0	8.2E-10	6.4E-9	2.9E-9	3.4E-9	3.9E-9	1.4E-9	1.6E-9	7.9E-10	2.3E-9	2.9E-9	1.8E-9	7.5E-9	1.3E-9	3.1E-9	1.4E-9	1.9E-9	1.3E-9	0.0E+0	9.5E-10	3.2E-9	6.7E-9	8.8E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 0.3 µm	3.7E-9	Male	2.1E-9	7.3E-10	1.7E-8	1.6E-9	1.4E-9	0.0E+0	1.9E-10	5.9E-10	3.6E-9	1.9E-9	2.2E-9	2.2E-9	7.3E-10	7.8E-10	4.6E-10	1.4E-9	2.4E-9	1.0E-9	4.3E-9	8.6E-10	1.9E-9	7.9E-10	9.2E-10	9.9E-10	5.6E-10	6.0E-10	2.4E-9	3.8E-9	0.0E+0
		Female	2.7E-9	7.4E-10	2.0E-8	1.4E-9	2.1E-9	7.0E-10	0.0E+0	6.1E-10	4.6E-9	2.1E-9	2.5E-9	2.9E-9	1.1E-9	1.2E-9	5.7E-10	1.7E-9	3.1E-9	1.3E-9	5.4E-9	9.8E-10	2.3E-9	1.0E-9	1.4E-9	9.4E-10	0.0E+0	7.1E-10	2.3E-9	4.8E-9	6.7E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 1 µm	2.7E-9	Male	1.6E-9	7.5E-10	1.2E-8	1.2E-9	1.0E-9	0.0E+0	1.6E-10	5.0E-10	2.6E-9	1.4E-9	1.6E-9	1.7E-9	5.9E-10	6.2E-10	3.5E-10	1.0E-9	5.5E-9	8.3E-10	3.1E-9	6.9E-10	1.5E-9	6.1E-10	7.8E-10	8.1E-10	4.6E-10	5.4E-10	1.8E-9	2.8E-9	0.0E+0
		Female	2.1E-9	8.1E-10	1.4E-8	1.1E-9	1.5E-9	6.5E-10	0.0E+0	5.5E-10	3.4E-9	1.5E-9	1.8E-9	2.2E-9	8.5E-10	9.7E-10	4.4E-10	1.3E-9	6.7E-9	1.0E-9	3.9E-9	7.7E-10	1.8E-9	7.8E-10	1.2E-9	7.5E-10	0.0E+0	6.6E-10	1.7E-9	3.5E-9	6.4E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 3 µm	2.2E-9	Male	1.3E-9	8.5E-10	9.0E-9	1.0E-9	7.9E-10	0.0E+0	1.4E-10	4.8E-10	2.0E-9	1.1E-9	1.2E-9	1.5E-9	5.3E-10	5.4E-10	3.0E-10	8.5E-10	9.2E-9	7.4E-10	2.3E-9	6.0E-10	1.2E-9	5.1E-10	7.4E-10	7.4E-10	4.2E-10	5.4E-10	1.4E-9	2.1E-9	0.0E+0
		Female	1.7E-9	9.7E-10	1.0E-8	8.7E-10	1.2E-9	6.9E-10	0.0E+0	5.6E-10	2.6E-9	1.2E-9	1.4E-9	1.9E-9	7.5E-10	8.6E-10	3.7E-10	1.0E-9	1.1E-8	8.3E-10	2.9E-9	6.7E-10	1.5E-9	6.5E-10	1.1E-9	6.6E-10	0.0E+0	6.9E-10	1.3E-9	2.6E-9	7.0E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 5 µm	1.6E-9	Male	1.0E-9	8.0E-10	6.4E-9	8.0E-10	5.6E-10	0.0E+0	1.1E-10	4.1E-10	1.4E-9	8.1E-10	9.1E-10	1.2E-9	4.4E-10	4.3E-10	2.3E-10	6.5E-10	9.9E-9	6.0E-10	1.6E-9	4.8E-10	9.6E-10	3.9E-10	6.3E-10	6.1E-10	3.5E-10	4.8E-10	1.0E-9	1.5E-9	0.0E+0
		Female	1.3E-9	9.4E-10	7.3E-9	6.6E-10	8.2E-10	6.2E-10	0.0E+0	5.0E-10	1.9E-9	8.5E-10	1.1E-9	1.5E-9	6.2E-10	7.0E-10	2.9E-10	8.0E-10	1.2E-8	6.4E-10	2.0E-9	5.3E-10	1.2E-9	5.1E-10	9.8E-10	5.4E-10	0.0E+0	6.2E-10	9.5E-10	1.9E-9	6.4E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 10 µm	9.4E-10	Male	6.2E-10	6.7E-10	3.1E-9	4.9E-10	2.8E-10	0.0E+0	7.7E-11	3.0E-10	7.5E-10	4.4E-10	4.9E-10	7.5E-10	2.9E-10	2.8E-10	1.4E-10	3.8E-10	9.6E-9	4.0E-10	7.9E-10	3.1E-10	5.9E-10	2.4E-10	4.6E-10	4.2E-10	2.4E-10	3.6E-10	5.5E-10	7.4E-10	0.0E+0
		Female	7.9E-10	8.0E-10	3.5E-9	3.8E-10	4.0E-10	4.9E-10	0.0E+0	3.8E-10	9.5E-10	4.4E-10	5.8E-10	9.9E-10	4.1E-10	4.7E-10	1.7E-10	4.7E-10	1.1E-8	3.8E-10	9.6E-10	3.4E-10	7.1E-10	3.1E-10	7.1E-10	3.6E-10	0.0E+0	4.9E-10	4.9E-10	9.2E-10	5.2E-10
Inhalation, Aerosols Type M, Barium sulphate, all unspecified forms, fA=4E-2, 20 µm	4.9E-10	Male	3.5E-10	5.3E-10	1.1E-9	2.9E-10	1.2E-10	0.0E+0	5.1E-11	2.1E-10	3.3E-10	2.2E-10	2.3E-10	4.7E-10	1.9E-10	1.8E-10	8.6E-11	2.1E-10	8.5E-9	2.6E-10	3.1E-10	2.0E-10	3.4E-10	1.4E-10	3.3E-10	2.8E-10	1.7E-10	2.7E-10	2.6E-10	3.0E-10	0.0E+0
		Female	4.5E-10	6.5E-10	1.2E-9	2.1E-10	1.5E-10	3.7E-10	0.0E+0	2.9E-10	4.1E-10	2.0E-10	2.8E-10	6.2E-10	2.7E-10	3.1E-10	1.0E-10	2.6E-10	1.0E-8	2.1E-10	3.5E-10	2.1E-10	4.3E-10	1.8E-10	5.1E-10	2.3E-10	0.0E+0	3.7E-10	2.2E-10	3.7E-10	4.0E-10
Inhalation, Aerosols Type S, fA=2E-3, 0.001 µm	3.8E-9	Male	5.6E-10	7.7E-10	1.7E-8	6.9E-10	4.7E-10	0.0E+0	1.3E-11	1.5E-10	3.0E-9	6.3E-10	3.2E-9	3.0E-10	2.0E-10	9.8E-10	1.3E-10	4.1E-10	6.3E-8	4.9E-10	1.8E-9	3.1E-10	1.6E-8	2.3E-10	1.7E-9	4.8E-10	7.4E-11	3.4E-10	7.9E-10	2.4E-9	0.0E+0
		Female	7.7E-10	8.8E-10	1.9E-8	4.9E-10	7.4E-10	3.8E-10	0.0E+0	2.7E-10	3.6E-9	6.2E-10	4.6E-9	4.3E-10	2.6E-10	2.3E-9	1.6E-10	4.0E-10	7.4E-8	3.6E-10	2.2E-9	2.9E-10	2.1E-8	3.0E-10	4.4E-9	3.3E-10	0.0E+0	4.6E-10	7.0E-10	2.7E-9	4.4E-10
Inhalation, Aerosols Type S, fA=2E-3, 0.003 µm	3.0E-8	Male	9.5E-9	2.7E-9	1.4E-7	1.1E-8	1.1E-8	0.0E+0	5.2E-11	3.4E-10	4.0E-8	1.4E-8	3.3E-8	4.1E-9	7.4E-10	3.0E-9	1.9E-9	8.2E-9	4.2E-8	6.4E-9	3.9E-8	4.3E-9	8.1E-8	3.5E-9	3.1E-9	5.6E-9	2.2E-10	2.0E-9	1.8E-8	4.0E-8	0.0E+0
		Female	1.3E-8	1.5E-9	1.7E-7	9.7E-9	1.7E-8	5.7E-10	0.0E+0	4.4E-10	5.1E-8	1.5E-8	4.5E-8	5.8E-9	1.1E-9	5.3E-9	2.7E-9	8.7E-9	5.1E-8	7.1E-9	4.9E-8	4.4E-9	1.0E-7	4.6E-9	6.8E-9	4.3E-9	0.0E+0	1.8E-9	1.7E-8	4.8E-8	6.1E-10
Inhalation, Aerosols Type S, fA=2E-3, 0.01 µm	1.0E-7	Male	3.7E-8	8.6E-9	4.7E-7	4.4E-8	4.4E-8	0.0E+0	1.6E-10	8.9E-10	1.5E-7	5.4E-8	1.2E-7	1.6E-8	2.5E-9	9.7E-9	7.4E-9	3.2E-8	2.8E-8	2.4E-8	1.5E-7	1.7E-8	2.7E-7	1.3E-8	8.5E-9	2.1E-8	6.4E-10	6.9E-9	7.1E-8	1.5E-7	0.0E+0
		Female	5.1E-8	3.3E-9	5.8E-7	3.8E-8	6.8E-8	1.1E-9	0.0E+0	9.3E-10	1.9E-7	5.9E-8	1.6E-7	2.2E-8	3.7E-9	1.6E-8	1.0E-8	3.4E-8	4.2E-8	2.8E-8	1.9E-7	1.7E-8	3.4E-7	1.8E-8	1.7E-8	1.6E-8	0.0E+0	5.9E-9	6.8E-8	1.8E-7	1.1E-9
Inhalation, Aerosols Type S, fA=2E-3, 0.03 µm	9.1E-8	Male	3.2E-8	7.4E-9	4.1E-7	3.8E-8	3.9E-8	0.0E+0	1.4E-10	7.6E-10	1.3E-7	4.7E-8	1.0E-7	1.4E-8	2.2E-9	8.4E-9	6.5E-9	2.8E-8	1.9E-8	2.1E-8	1.3E-7	1.4E-8	2.4E-7	1.2E-8	7.3E-9	1.9E-8	5.4E-10	6.0E-9	6.2E-8	1.3E-7	0.0E+0
		Female	4.5E-8	2.8E-9	5.0E-7	3.3E-8	6.0E-8	8.9E-10	0.0E+0	7.7E-10	1.7E-7	5.2E-8	1.4E-7	1.9E-8	3.2E-9	1.4E-8	9.0E-9	3.0E-8	3.0E-8	2.4E-8	1.7E-7	1.5E-8	2.9E-7	1.5E-8	1.5E-8	1.4E-8	0.0E+0	5.1E-9	5.9E-8	1.6E-7	8.8E-10
