Radionuclide	Pb-196
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 0.03 µm	2.4E-11	Male	7.3E-12	4.3E-12	1.3E-10	9.0E-12	5.2E-12	0.0E+0	3.2E-12	2.9E-12	1.2E-11	9.2E-12	7.1E-12	8.0E-12	2.9E-12	3.2E-12	2.0E-12	8.1E-12	1.2E-10	6.0E-12	1.5E-11	1.1E-11	7.2E-12	2.8E-12	7.6E-12	6.3E-12	2.3E-12	3.9E-12	8.6E-12	1.0E-11	0.0E+0
		Female	1.0E-11	4.2E-12	1.4E-10	9.3E-12	6.9E-12	4.9E-12	0.0E+0	3.1E-12	1.6E-11	1.1E-11	9.4E-12	1.1E-11	3.6E-12	5.1E-12	2.5E-12	9.0E-12	1.4E-10	6.8E-12	1.9E-11	1.2E-11	8.8E-12	3.5E-12	1.1E-11	6.8E-12	0.0E+0	4.6E-12	9.4E-12	1.3E-11	2.7E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 0.1 µm	1.2E-11	Male	3.8E-12	2.3E-12	6.4E-11	5.1E-12	2.6E-12	0.0E+0	1.6E-12	1.5E-12	6.3E-12	4.7E-12	3.7E-12	4.2E-12	1.7E-12	1.9E-12	1.1E-12	4.1E-12	8.7E-11	3.1E-12	7.4E-12	5.5E-12	3.8E-12	1.5E-12	5.0E-12	3.3E-12	1.2E-12	2.1E-12	4.4E-12	5.2E-12	0.0E+0
		Female	5.3E-12	2.2E-12	7.0E-11	5.3E-12	3.5E-12	2.5E-12	0.0E+0	1.6E-12	8.4E-12	5.4E-12	5.0E-12	5.5E-12	2.1E-12	3.1E-12	1.3E-12	4.7E-12	1.0E-10	3.5E-12	9.5E-12	6.4E-12	4.6E-12	1.8E-12	7.5E-12	3.6E-12	0.0E+0	2.4E-12	4.9E-12	6.6E-12	1.4E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 0.3 µm	1.0E-11	Male	3.1E-12	2.0E-12	4.8E-11	5.5E-12	2.1E-12	0.0E+0	1.4E-12	1.2E-12	5.7E-12	3.7E-12	3.2E-12	3.5E-12	2.1E-12	2.2E-12	1.0E-12	3.4E-12	1.5E-10	2.6E-12	5.7E-12	4.5E-12	3.5E-12	1.2E-12	7.4E-12	2.8E-12	9.7E-13	1.8E-12	3.5E-12	4.0E-12	0.0E+0
		Female	4.4E-12	1.9E-12	5.3E-11	5.7E-12	2.8E-12	2.1E-12	0.0E+0	1.3E-12	7.4E-12	4.3E-12	4.5E-12	4.6E-12	2.5E-12	4.0E-12	1.2E-12	3.8E-12	1.7E-10	2.9E-12	7.2E-12	5.3E-12	4.2E-12	1.5E-12	1.1E-11	3.1E-12	0.0E+0	2.2E-12	4.1E-12	5.2E-12	1.2E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 1 µm	1.6E-11	Male	4.1E-12	3.2E-12	5.1E-11	1.3E-11	2.5E-12	0.0E+0	2.0E-12	1.6E-12	9.5E-12	4.4E-12	4.8E-12	5.2E-12	5.6E-12	5.7E-12	1.8E-12	4.5E-12	5.0E-10	3.6E-12	6.2E-12	6.1E-12	6.2E-12	1.7E-12	2.3E-11	4.4E-12	1.3E-12	2.9E-12	4.3E-12	4.4E-12	0.0E+0
		Female	5.8E-12	3.1E-12	5.8E-11	1.3E-11	3.4E-12	3.0E-12	0.0E+0	1.9E-12	1.2E-11	5.2E-12	7.6E-12	6.8E-12	6.6E-12	1.1E-11	1.9E-12	5.2E-12	5.7E-10	4.1E-12	7.6E-12	7.3E-12	7.2E-12	2.2E-12	3.5E-11	5.1E-12	0.0E+0	3.6E-12	5.7E-12	5.9E-12	1.8E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 3 µm	2.5E-11	Male	5.6E-12	4.8E-12	6.4E-11	2.1E-11	3.3E-12	0.0E+0	2.8E-12	2.2E-12	1.4E-11	5.7E-12	6.9E-12	7.4E-12	9.5E-12	9.6E-12	2.8E-12	6.1E-12	8.8E-10	5.0E-12	7.6E-12	8.3E-12	9.5E-12	2.4E-12	4.1E-11	6.5E-12	1.8E-12	4.4E-12	5.7E-12	5.3E-12	0.0E+0
		Female	7.9E-12	4.6E-12	7.3E-11	2.2E-11	4.4E-12	4.3E-12	0.0E+0	2.7E-12	1.8E-11	6.7E-12	1.2E-11	9.7E-12	1.1E-11	1.9E-11	2.9E-12	7.2E-12	1.0E-9	5.7E-12	9.0E-12	1.0E-11	1.1E-11	3.1E-12	6.2E-11	7.6E-12	0.0E+0	5.4E-12	8.0E-12	7.3E-12	2.6E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 5 µm	2.5E-11	Male	5.7E-12	5.0E-12	5.9E-11	2.3E-11	3.3E-12	0.0E+0	2.8E-12	2.2E-12	1.5E-11	5.7E-12	7.1E-12	7.6E-12	1.0E-11	1.0E-11	2.9E-12	6.1E-12	9.7E-10	5.1E-12	7.3E-12	8.5E-12	9.9E-12	2.4E-12	4.5E-11	6.7E-12	1.8E-12	4.6E-12	5.7E-12	5.1E-12	0.0E+0
		Female	8.0E-12	4.7E-12	6.7E-11	2.4E-11	4.4E-12	4.4E-12	0.0E+0	2.7E-12	1.9E-11	6.7E-12	1.2E-11	1.0E-11	1.2E-11	2.1E-11	3.1E-12	7.3E-12	1.1E-9	5.9E-12	8.5E-12	1.0E-11	1.1E-11	3.2E-12	6.8E-11	7.9E-12	0.0E+0	5.6E-12	8.2E-12	7.1E-12	2.7E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 10 µm	2.2E-11	Male	5.1E-12	4.6E-12	4.1E-11	2.2E-11	2.9E-12	0.0E+0	2.6E-12	2.0E-12	1.4E-11	5.0E-12	6.5E-12	7.0E-12	1.0E-11	1.0E-11	2.8E-12	5.5E-12	9.6E-10	4.6E-12	6.2E-12	7.7E-12	9.4E-12	2.2E-12	4.4E-11	6.2E-12	1.7E-12	4.3E-12	5.0E-12	4.3E-12	0.0E+0
		Female	7.2E-12	4.4E-12	4.6E-11	2.3E-11	3.9E-12	4.0E-12	0.0E+0	2.5E-12	1.7E-11	5.9E-12	1.1E-11	9.2E-12	1.2E-11	2.0E-11	2.9E-12	6.7E-12	1.1E-9	5.4E-12	7.1E-12	9.5E-12	1.1E-11	2.9E-12	6.7E-11	7.4E-12	0.0E+0	5.3E-12	7.5E-12	6.0E-12	2.4E-12
Inhalation, Aerosols Type F, Lead dichloride, dibromide, difluoride, hydroxide, nitrate, oxide, all unspecified forms, fA=0.2, 20 µm	1.8E-11	Male	4.3E-12	4.0E-12	2.1E-11	2.0E-11	2.4E-12	0.0E+0	2.2E-12	1.7E-12	1.2E-11	4.1E-12	5.5E-12	5.9E-12	8.9E-12	9.0E-12	2.4E-12	4.6E-12	8.6E-10	3.9E-12	4.9E-12	6.4E-12	8.1E-12	1.9E-12	3.9E-11	5.3E-12	1.4E-12	3.7E-12	4.2E-12	3.4E-12	0.0E+0
		Female	6.1E-12	3.8E-12	2.5E-11	2.0E-11	3.2E-12	3.4E-12	0.0E+0	2.1E-12	1.4E-11	4.9E-12	8.9E-12	7.9E-12	1.1E-11	1.8E-11	2.5E-12	5.6E-12	9.8E-10	4.5E-12	5.5E-12	8.0E-12	9.0E-12	2.5E-12	6.0E-11	6.4E-12	0.0E+0	4.5E-12	6.4E-12	4.7E-12	2.1E-12
Inhalation, Aerosols Type M, fA=4E-2, 0.001 µm	4.9E-11	Male	5.7E-12	1.9E-11	2.4E-10	5.5E-11	5.3E-12	0.0E+0	5.9E-13	2.0E-12	2.4E-11	9.1E-12	7.6E-12	4.3E-12	8.2E-12	8.0E-12	3.0E-12	9.4E-12	4.0E-10	1.4E-11	1.3E-11	1.0E-11	1.2E-11	2.5E-12	3.7E-11	2.1E-11	1.0E-12	2.2E-11	1.1E-11	8.3E-12	0.0E+0
		Female	8.3E-12	1.9E-11	2.7E-10	5.6E-11	5.8E-12	6.7E-12	0.0E+0	6.0E-12	3.3E-11	8.7E-12	1.7E-11	6.2E-12	1.0E-11	1.5E-11	3.2E-12	1.1E-11	4.3E-10	1.1E-11	1.4E-11	1.2E-11	1.7E-11	3.6E-12	5.7E-11	2.1E-11	0.0E+0	2.7E-11	1.5E-11	1.2E-11	7.3E-12
Inhalation, Aerosols Type M, fA=4E-2, 0.003 µm	6.1E-11	Male	7.1E-12	1.3E-11	3.6E-10	4.0E-11	8.0E-12	0.0E+0	5.4E-13	1.5E-12	2.6E-11	1.1E-11	1.1E-11	4.2E-12	5.4E-12	5.9E-12	2.7E-12	9.4E-12	2.5E-10	1.2E-11	2.1E-11	8.8E-12	1.3E-11	2.9E-12	2.3E-11	1.6E-11	7.9E-13	1.5E-11	1.4E-11	1.6E-11	0.0E+0
		Female	1.0E-11	1.3E-11	4.0E-10	4.0E-11	1.0E-11	4.6E-12	0.0E+0	4.1E-12	3.6E-11	1.1E-11	2.0E-11	6.1E-12	6.7E-12	1.1E-11	3.0E-12	1.1E-11	2.7E-10	1.0E-11	2.6E-11	1.0E-11	1.7E-11	4.0E-12	3.7E-11	1.6E-11	0.0E+0	1.8E-11	1.6E-11	2.2E-11	4.9E-12
Inhalation, Aerosols Type M, fA=4E-2, 0.01 µm	4.4E-11	Male	8.2E-12	6.6E-12	2.6E-10	2.2E-11	1.0E-11	0.0E+0	4.6E-13	8.7E-13	2.5E-11	1.2E-11	1.3E-11	4.0E-12	2.6E-12	3.9E-12	2.3E-12	8.9E-12	9.8E-11	8.6E-12	2.8E-11	6.6E-12	1.2E-11	3.2E-12	1.0E-11	9.8E-12	5.3E-13	7.3E-12	1.5E-11	2.3E-11	0.0E+0
		Female	1.2E-11	5.7E-12	2.9E-10	2.2E-11	1.4E-11	2.2E-12	0.0E+0	1.9E-12	3.4E-11	1.3E-11	1.7E-11	5.7E-12	3.3E-12	6.4E-12	2.8E-12	9.8E-12	1.1E-10	8.7E-12	3.6E-11	7.3E-12	1.5E-11	4.2E-12	1.6E-11	9.1E-12	0.0E+0	8.2E-12	1.6E-11	3.0E-11	2.2E-12
Inhalation, Aerosols Type M, fA=4E-2, 0.03 µm	2.7E-11	Male	6.0E-12	3.7E-12	1.6E-10	1.3E-11	7.7E-12	0.0E+0	3.1E-13	5.2E-13	1.7E-11	9.1E-12	9.3E-12	2.8E-12	1.4E-12	2.4E-12	1.6E-12	6.2E-12	4.7E-11	5.7E-12	2.1E-11	4.4E-12	8.6E-12	2.4E-12	5.4E-12	6.0E-12	3.4E-13	3.9E-12	1.1E-11	1.7E-11	0.0E+0
		Female	8.6E-12	3.0E-12	1.8E-10	1.3E-11	1.1E-11	1.2E-12	0.0E+0	1.0E-12	2.4E-11	9.9E-12	1.2E-11	4.0E-12	1.9E-12	3.9E-12	2.0E-12	6.9E-12	5.1E-11	6.0E-12	2.7E-11	4.8E-12	1.0E-11	3.0E-12	8.6E-12	5.5E-12	0.0E+0	4.4E-12	1.2E-11	2.2E-11	1.1E-12
Inhalation, Aerosols Type M, fA=4E-2, 0.1 µm	1.4E-11	Male	3.1E-12	2.3E-12	7.8E-11	7.7E-12	3.9E-12	0.0E+0	1.7E-13	3.0E-13	9.1E-12	4.7E-12	4.7E-12	1.5E-12	9.2E-13	1.4E-12	8.5E-13	3.3E-12	3.3E-11	3.1E-12	1.0E-11	2.4E-12	4.5E-12	1.2E-12	3.6E-12	3.5E-12	1.9E-13	2.5E-12	5.8E-12	8.7E-12	0.0E+0
		Female	4.4E-12	1.9E-12	8.8E-11	7.5E-12	5.4E-12	7.5E-13	0.0E+0	6.4E-13	1.2E-11	5.1E-12	6.1E-12	2.1E-12	1.2E-12	2.3E-12	1.0E-12	3.6E-12	3.6E-11	3.2E-12	1.4E-11	2.6E-12	5.5E-12	1.6E-12	5.7E-12	3.2E-12	0.0E+0	2.8E-12	6.0E-12	1.1E-11	7.4E-13
Inhalation, Aerosols Type M, fA=4E-2, 0.3 µm	1.1E-11	Male	2.5E-12	3.0E-12	5.7E-11	9.4E-12	3.0E-12	0.0E+0	1.6E-13	3.6E-13	7.9E-12	3.8E-12	3.6E-12	1.3E-12	1.3E-12	1.6E-12	8.1E-13	2.9E-12	5.4E-11	3.1E-12	7.9E-12	2.4E-12	3.9E-12	1.0E-12	5.5E-12	3.9E-12	2.0E-13	3.4E-12	4.7E-12	6.4E-12	0.0E+0
		Female	3.6E-12	2.7E-12	6.4E-11	9.3E-12	4.1E-12	1.0E-12	0.0E+0	8.9E-13	1.0E-11	4.1E-12	4.9E-12	1.9E-12	1.6E-12	2.7E-12	9.5E-13	3.3E-12	5.9E-11	3.0E-12	1.0E-11	2.7E-12	4.7E-12	1.3E-12	8.5E-12	3.8E-12	0.0E+0	3.9E-12	5.2E-12	8.3E-12	1.1E-12
Inhalation, Aerosols Type M, fA=4E-2, 1 µm	1.6E-11	Male	3.3E-12	8.3E-12	5.5E-11	2.5E-11	3.3E-12	0.0E+0	2.9E-13	9.0E-13	1.2E-11	5.1E-12	4.0E-12	2.3E-12	3.9E-12	3.9E-12	1.6E-12	4.8E-12	1.8E-10	6.6E-12	8.0E-12	5.0E-12	5.9E-12	1.4E-12	1.7E-11	9.5E-12	4.7E-13	9.9E-12	6.2E-12	5.6E-12	0.0E+0
		Female	4.7E-12	8.4E-12	6.2E-11	2.5E-11	4.0E-12	2.9E-12	0.0E+0	2.6E-12	1.5E-11	5.1E-12	6.3E-12	3.2E-12	4.8E-12	7.1E-12	1.6E-12	5.5E-12	1.9E-10	5.4E-12	9.1E-12	5.8E-12	7.3E-12	1.9E-12	2.7E-11	9.7E-12	0.0E+0	1.2E-11	8.0E-12	7.4E-12	3.2E-12
Inhalation, Aerosols Type M, fA=4E-2, 3 µm	2.2E-11	Male	4.4E-12	1.4E-11	6.3E-11	4.2E-11	4.0E-12	0.0E+0	4.5E-13	1.5E-12	1.8E-11	7.0E-12	4.9E-12	3.4E-12	6.8E-12	6.5E-12	2.4E-12	7.2E-12	3.2E-10	1.1E-11	9.1E-12	8.0E-12	8.6E-12	1.9E-12	3.0E-11	1.6E-11	7.7E-13	1.7E-11	8.5E-12	5.6E-12	0.0E+0
		Female	6.4E-12	1.5E-11	7.1E-11	4.3E-11	4.6E-12	5.1E-12	0.0E+0	4.6E-12	2.1E-11	6.8E-12	8.4E-12	4.9E-12	8.4E-12	1.2E-11	2.5E-12	8.2E-12	3.4E-10	8.4E-12	9.6E-12	9.5E-12	1.1E-11	2.8E-12	4.7E-11	1.6E-11	0.0E+0	2.1E-11	1.2E-11	7.6E-12	5.6E-12
Inhalation, Aerosols Type M, fA=4E-2, 5 µm	2.2E-11	Male	4.5E-12	1.6E-11	5.6E-11	4.6E-11	3.9E-12	0.0E+0	4.7E-13	1.6E-12	1.8E-11	7.1E-12	4.7E-12	3.6E-12	7.4E-12	7.0E-12	2.6E-12	7.5E-12	3.5E-10	1.1E-11	8.6E-12	8.6E-12	8.8E-12	2.0E-12	3.3E-11	1.7E-11	8.3E-13	1.9E-11	8.6E-12	4.9E-12	0.0E+0
		Female	6.5E-12	1.6E-11	6.3E-11	4.6E-11	4.3E-12	5.6E-12	0.0E+0	5.0E-12	2.2E-11	6.8E-12	8.3E-12	5.1E-12	9.2E-12	1.3E-11	2.6E-12	8.6E-12	3.8E-10	8.8E-12	8.7E-12	1.0E-11	1.1E-11	2.8E-12	5.1E-11	1.8E-11	0.0E+0	2.3E-11	1.2E-11	6.8E-12	6.1E-12
Inhalation, Aerosols Type M, fA=4E-2, 10 µm	1.9E-11	Male	4.0E-12	1.5E-11	3.7E-11	4.4E-11	3.3E-12	0.0E+0	4.5E-13	1.6E-12	1.7E-11	6.4E-12	3.9E-12	3.3E-12	7.3E-12	6.8E-12	2.5E-12	7.0E-12	3.5E-10	1.1E-11	7.1E-12	8.2E-12	8.1E-12	1.8E-12	3.3E-11	1.7E-11	8.0E-13	1.8E-11	7.8E-12	3.6E-12	0.0E+0
		Female	5.8E-12	1.6E-11	4.2E-11	4.5E-11	3.5E-12	5.4E-12	0.0E+0	4.9E-12	1.9E-11	6.1E-12	7.0E-12	4.8E-12	9.0E-12	1.3E-11	2.5E-12	8.1E-12	3.7E-10	8.4E-12	6.7E-12	9.7E-12	1.0E-11	2.6E-12	5.1E-11	1.7E-11	0.0E+0	2.2E-11	1.1E-11	5.0E-12	5.9E-12
Inhalation, Aerosols Type M, fA=4E-2, 20 µm	1.5E-11	Male	3.4E-12	1.3E-11	1.9E-11	3.9E-11	2.7E-12	0.0E+0	3.9E-13	1.4E-12	1.5E-11	5.4E-12	3.1E-12	2.9E-12	6.5E-12	6.0E-12	2.2E-12	6.0E-12	3.1E-10	9.4E-12	5.5E-12	7.1E-12	6.9E-12	1.5E-12	2.9E-11	1.5E-11	7.0E-13	1.6E-11	6.5E-12	2.5E-12	0.0E+0
		Female	4.9E-12	1.4E-11	2.1E-11	4.0E-11	2.8E-12	4.8E-12	0.0E+0	4.4E-12	1.6E-11	5.1E-12	5.4E-12	4.1E-12	8.0E-12	1.1E-11	2.2E-12	7.0E-12	3.3E-10	7.2E-12	4.9E-12	8.5E-12	8.3E-12	2.2E-12	4.5E-11	1.5E-11	0.0E+0	1.9E-11	9.6E-12	3.5E-12	5.3E-12
Inhalation, Aerosols Type S, Mineral dusts, fA=2E-3, 0.001 µm	4.9E-11	Male	5.6E-12	2.0E-11	2.4E-10	5.6E-11	5.3E-12	0.0E+0	2.3E-13	1.9E-12	2.4E-11	9.2E-12	7.5E-12	3.8E-12	8.1E-12	7.8E-12	3.0E-12	9.4E-12	3.9E-10	1.4E-11	1.3E-11	1.0E-11	1.2E-11	2.4E-12	3.7E-11	2.2E-11	8.6E-13	2.4E-11	1.1E-11	8.3E-12	0.0E+0
		Female	8.2E-12	2.0E-11	2.7E-10	5.7E-11	5.7E-12	6.8E-12	0.0E+0	6.3E-12	3.3E-11	8.6E-12	1.7E-11	5.6E-12	1.0E-11	1.5E-11	3.1E-12	1.1E-11	4.2E-10	1.1E-11	1.4E-11	1.2E-11	1.7E-11	3.5E-12	5.7E-11	2.2E-11	0.0E+0	2.9E-11	1.5E-11	1.2E-11	7.6E-12
Inhalation, Aerosols Type S, Mineral dusts, fA=2E-3, 0.003 µm	6.1E-11	Male	7.0E-12	1.4E-11	3.6E-10	4.1E-11	8.1E-12	0.0E+0	1.8E-13	1.3E-12	2.6E-11	1.1E-11	1.1E-11	3.8E-12	5.2E-12	5.8E-12	2.7E-12	9.3E-12	2.5E-10	1.2E-11	2.1E-11	8.5E-12	1.3E-11	2.9E-12	2.3E-11	1.6E-11	6.3E-13	1.6E-11	1.4E-11	1.7E-11	0.0E+0
		Female	1.0E-11	1.4E-11	4.0E-10	4.1E-11	1.0E-11	4.5E-12	0.0E+0	4.2E-12	3.7E-11	1.1E-11	2.0E-11	5.5E-12	6.5E-12	1.1E-11	3.0E-12	1.0E-11	2.7E-10	1.0E-11	2.6E-11	9.7E-12	1.8E-11	3.9E-12	3.6E-11	1.6E-11	0.0E+0	1.9E-11	1.6E-11	2.3E-11	5.1E-12
Inhalation, Aerosols Type S, Mineral dusts, fA=2E-3, 0.01 µm	4.4E-11	Male	8.1E-12	6.8E-12	2.6E-10	2.2E-11	1.0E-11	0.0E+0	1.2E-13	6.8E-13	2.5E-11	1.2E-11	1.3E-11	3.6E-12	2.5E-12	3.8E-12	2.3E-12	8.7E-12	9.6E-11	8.7E-12	2.8E-11	6.2E-12	1.2E-11	3.2E-12	1.0E-11	1.0E-11	3.5E-13	7.6E-12	1.6E-11	2.4E-11	0.0E+0
		Female	1.2E-11	5.8E-12	2.9E-10	2.2E-11	1.5E-11	1.9E-12	0.0E+0	1.8E-12	3.4E-11	1.3E-11	1.8E-11	5.2E-12	3.2E-12	6.3E-12	2.8E-12	9.7E-12	1.1E-10	8.6E-12	3.7E-11	6.7E-12	1.5E-11	4.2E-12	1.6E-11	9.2E-12	0.0E+0	8.6E-12	1.6E-11	3.1E-11	2.1E-12
Inhalation, Aerosols Type S, Mineral dusts, fA=2E-3, 0.03 µm	2.7E-11	Male	6.0E-12	3.8E-12	1.6E-10	1.3E-11	7.8E-12	0.0E+0	7.5E-14	3.9E-13	1.8E-11	9.1E-12	9.5E-12	2.5E-12	1.4E-12	2.4E-12	1.5E-12	6.1E-12	4.6E-11	5.7E-12	2.1E-11	4.0E-12	8.7E-12	2.3E-12	5.3E-12	6.1E-12	2.1E-13	4.0E-12	1.1E-11	1.8E-11	0.0E+0
		Female	8.6E-12	3.0E-12	1.8E-10	1.3E-11	1.1E-11	9.7E-13	0.0E+0	9.0E-13	2.4E-11	9.9E-12	1.2E-11	3.7E-12	1.8E-12	3.8E-12	1.9E-12	6.8E-12	5.0E-11	5.9E-12	2.8E-11	4.3E-12	1.1E-11	3.0E-12	8.5E-12	5.5E-12	0.0E+0	4.5E-12	1.2E-11	2.3E-11	1.1E-12
Inhalation, Aerosols Type S, Mineral dusts, fA=2E-3, 0.1 µm	1.4E-11	Male	3.1E-12	2.3E-12	7.9E-11	7.8E-12	4.0E-12	0.0E+0	4.2E-14	2.4E-13	9.2E-12	4.7E-12	4.8E-12	1.3E-12	8.8E-13	1.4E-12	8.4E-13	3.2E-12	3.3E-11	3.1E-12	1.1E-11	2.2E-12	4.5E-12	1.2E-12	3.6E-12	3.5E-12	1.2E-13	2.6E-12	5.9E-12	9.0E-12	0.0E+0
		Female	4.4E-12	1.9E-12	8.9E-11	7.6E-12	5.5E-12	6.4E-13	0.0E+0	5.9E-13	1.2E-11	5.1E-12	6.1E-12	1.9E-12	1.1E-12	2.2E-12	1.0E-12	3.6E-12	3.5E-11	3.2E-12	1.4E-11	2.4E-12	5.5E-12	1.6E-12	5.7E-12	3.2E-12	0.0E+0	2.9E-12	6.1E-12	1.2E-11	7.1E-13
