Radionuclide	Th-230
Units	Sv per Bq

Material	Dose Coefficient e(50)	Dose Coefficients hT(50)	Bone marrow	Colon	Lung	Stomach	Breast	Ovaries	Testes	Urinary bladder	Oesophagus	Liver	Thyroid	Bone Surface	Brain	Salivary glands	Skin	Adrenals	ET of HRTM	Gall bladder	Heart	Kidneys	Lymphatic nodes	Muscle	Oral mucosa	Pancreas	Prostate	Small intestine	Spleen	Thymus	Uterus
Inhalation, Aerosols Type F, fA=5E-4, 0.03 µm	6.6E-5	Male	1.6E-4	1.2E-5	9.8E-6	1.3E-5	1.5E-5	0.0E+0	5.8E-5	1.6E-5	1.3E-5	1.3E-4	1.4E-5	1.7E-3	1.5E-5	1.5E-5	1.5E-5	1.3E-5	1.5E-5	1.5E-5	1.4E-5	1.5E-4	1.5E-5	1.6E-5	1.6E-5	1.3E-5	1.5E-5	1.2E-5	1.1E-5	1.5E-5	0.0E+0
		Female	2.1E-4	1.5E-5	1.1E-5	1.5E-5	1.8E-5	5.6E-5	0.0E+0	1.9E-5	1.5E-5	1.7E-4	1.7E-5	2.3E-3	1.8E-5	1.8E-5	2.2E-5	1.6E-5	1.7E-5	1.8E-5	1.6E-5	1.8E-4	1.8E-5	1.8E-5	1.9E-5	1.6E-5	0.0E+0	1.5E-5	1.3E-5	1.8E-5	1.8E-5
Inhalation, Aerosols Type F, fA=5E-4, 0.1 µm	3.3E-5	Male	8.3E-5	6.2E-6	4.9E-6	6.4E-6	7.8E-6	0.0E+0	2.9E-5	8.0E-6	6.4E-6	6.8E-5	7.0E-6	8.8E-4	7.8E-6	7.8E-6	7.8E-6	6.6E-6	7.4E-6	7.8E-6	7.0E-6	7.6E-5	7.7E-6	8.0E-6	8.2E-6	6.6E-6	7.8E-6	6.2E-6	5.4E-6	7.8E-6	0.0E+0
		Female	1.1E-4	7.7E-6	5.8E-6	7.8E-6	9.3E-6	2.8E-5	0.0E+0	9.4E-6	7.8E-6	8.8E-5	8.4E-6	1.2E-3	9.2E-6	9.3E-6	1.1E-5	8.1E-6	8.7E-6	9.3E-6	8.3E-6	9.0E-5	9.1E-6	9.4E-6	9.6E-6	8.0E-6	0.0E+0	7.6E-6	6.6E-6	9.3E-6	9.3E-6
Inhalation, Aerosols Type F, fA=5E-4, 0.3 µm	2.6E-5	Male	6.4E-5	4.8E-6	3.8E-6	4.9E-6	6.1E-6	0.0E+0	2.3E-5	6.2E-6	4.9E-6	5.2E-5	5.4E-6	6.8E-4	6.1E-6	6.1E-6	6.0E-6	5.1E-6	5.8E-6	6.1E-6	5.4E-6	5.9E-5	6.0E-6	6.2E-6	6.3E-6	5.1E-6	6.1E-6	4.8E-6	4.2E-6	6.1E-6	0.0E+0
		Female	8.3E-5	6.0E-6	4.5E-6	6.0E-6	7.2E-6	2.2E-5	0.0E+0	7.3E-6	6.0E-6	6.8E-5	6.5E-6	9.0E-4	7.2E-6	7.2E-6	8.6E-6	6.3E-6	6.8E-6	7.2E-6	6.4E-6	6.9E-5	7.0E-6	7.2E-6	7.4E-6	6.2E-6	0.0E+0	5.9E-6	5.1E-6	7.2E-6	7.2E-6
Inhalation, Aerosols Type F, fA=5E-4, 1 µm	2.8E-5	Male	7.0E-5	5.3E-6	4.2E-6	5.4E-6	6.7E-6	0.0E+0	2.5E-5	6.8E-6	5.4E-6	5.8E-5	6.0E-6	7.5E-4	6.7E-6	6.7E-6	6.6E-6	5.6E-6	6.3E-6	6.7E-6	6.0E-6	6.4E-5	6.6E-6	6.8E-6	7.0E-6	5.6E-6	6.7E-6	5.3E-6	4.6E-6	6.7E-6	0.0E+0
		Female	9.1E-5	6.5E-6	4.9E-6	6.6E-6	7.9E-6	2.4E-5	0.0E+0	8.0E-6	6.6E-6	7.5E-5	7.1E-6	9.9E-4	7.9E-6	7.9E-6	9.5E-6	6.9E-6	7.4E-6	7.9E-6	7.0E-6	7.6E-5	7.7E-6	8.0E-6	8.2E-6	6.8E-6	0.0E+0	6.5E-6	5.6E-6	7.9E-6	7.9E-6
Inhalation, Aerosols Type F, fA=5E-4, 3 µm	3.5E-5	Male	8.6E-5	6.4E-6	5.1E-6	6.6E-6	8.2E-6	0.0E+0	3.0E-5	8.4E-6	6.6E-6	7.0E-5	7.3E-6	9.2E-4	8.2E-6	8.2E-6	8.1E-6	6.9E-6	7.8E-6	8.2E-6	7.3E-6	7.9E-5	8.0E-6	8.3E-6	8.5E-6	6.9E-6	8.2E-6	6.5E-6	5.6E-6	8.2E-6	0.0E+0
		Female	1.1E-4	8.0E-6	6.0E-6	8.1E-6	9.7E-6	3.0E-5	0.0E+0	9.8E-6	8.1E-6	9.2E-5	8.7E-6	1.2E-3	9.6E-6	9.7E-6	1.2E-5	8.4E-6	9.1E-6	9.7E-6	8.6E-6	9.3E-5	9.5E-6	9.8E-6	1.0E-5	8.3E-6	0.0E+0	8.0E-6	6.9E-6	9.7E-6	9.7E-6
Inhalation, Aerosols Type F, fA=5E-4, 5 µm	3.4E-5	Male	8.4E-5	6.2E-6	5.0E-6	6.4E-6	7.9E-6	0.0E+0	2.9E-5	8.1E-6	6.4E-6	6.8E-5	7.1E-6	8.9E-4	7.9E-6	7.9E-6	7.9E-6	6.7E-6	7.5E-6	7.9E-6	7.1E-6	7.6E-5	7.8E-6	8.1E-6	8.3E-6	6.7E-6	7.9E-6	6.3E-6	5.5E-6	7.9E-6	0.0E+0
		Female	1.1E-4	7.8E-6	5.8E-6	7.9E-6	9.4E-6	2.9E-5	0.0E+0	9.5E-6	7.9E-6	8.9E-5	8.5E-6	1.2E-3	9.3E-6	9.4E-6	1.1E-5	8.2E-6	8.8E-6	9.4E-6	8.3E-6	9.0E-5	9.2E-6	9.4E-6	9.7E-6	8.1E-6	0.0E+0	7.7E-6	6.7E-6	9.4E-6	9.4E-6
Inhalation, Aerosols Type F, fA=5E-4, 10 µm	2.9E-5	Male	7.1E-5	5.3E-6	4.2E-6	5.5E-6	6.8E-6	0.0E+0	2.5E-5	6.9E-6	5.5E-6	5.8E-5	6.1E-6	7.6E-4	6.8E-6	6.8E-6	6.7E-6	5.7E-6	6.4E-6	6.8E-6	6.1E-6	6.5E-5	6.7E-6	6.9E-6	7.1E-6	5.7E-6	6.8E-6	5.4E-6	4.7E-6	6.8E-6	0.0E+0
		Female	9.3E-5	6.6E-6	5.0E-6	6.7E-6	8.0E-6	2.4E-5	0.0E+0	8.1E-6	6.7E-6	7.6E-5	7.2E-6	1.0E-3	8.0E-6	8.0E-6	9.6E-6	7.0E-6	7.5E-6	8.0E-6	7.1E-6	7.7E-5	7.8E-6	8.1E-6	8.3E-6	6.9E-6	0.0E+0	6.6E-6	5.7E-6	8.0E-6	8.0E-6
Inhalation, Aerosols Type F, fA=5E-4, 20 µm	2.3E-5	Male	5.8E-5	4.3E-6	3.4E-6	4.4E-6	5.4E-6	0.0E+0	2.0E-5	5.6E-6	4.4E-6	4.7E-5	4.9E-6	6.1E-4	5.4E-6	5.4E-6	5.4E-6	4.6E-6	5.2E-6	5.4E-6	4.9E-6	5.3E-5	5.4E-6	5.5E-6	5.7E-6	4.6E-6	5.4E-6	4.3E-6	3.8E-6	5.4E-6	0.0E+0
		Female	7.5E-5	5.3E-6	4.0E-6	5.4E-6	6.5E-6	2.0E-5	0.0E+0	6.5E-6	5.4E-6	6.1E-5	5.8E-6	8.1E-4	6.4E-6	6.5E-6	7.8E-6	5.6E-6	6.1E-6	6.5E-6	5.7E-6	6.2E-5	6.3E-6	6.5E-6	6.7E-6	5.5E-6	0.0E+0	5.3E-6	4.6E-6	6.5E-6	6.5E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 0.001 µm	7.0E-6	Male	9.6E-6	7.2E-7	2.4E-5	7.4E-7	9.1E-7	0.0E+0	3.4E-6	9.3E-7	7.4E-7	7.8E-6	8.1E-7	1.0E-4	9.1E-7	9.1E-7	9.0E-7	7.7E-7	3.1E-5	9.1E-7	8.1E-7	8.8E-6	1.1E-6	9.2E-7	9.5E-7	7.7E-7	9.1E-7	7.2E-7	6.3E-7	9.1E-7	0.0E+0
		Female	1.2E-5	8.9E-7	2.5E-5	9.0E-7	1.1E-6	3.3E-6	0.0E+0	1.1E-6	9.0E-7	1.0E-5	9.7E-7	1.4E-4	1.1E-6	1.1E-6	1.3E-6	9.4E-7	3.6E-5	1.1E-6	9.6E-7	1.0E-5	1.3E-6	1.1E-6	1.1E-6	9.2E-7	0.0E+0	8.8E-7	7.7E-7	1.1E-6	1.1E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 0.003 µm	2.8E-5	Male	4.7E-5	3.5E-6	7.5E-5	3.6E-6	4.4E-6	0.0E+0	1.7E-5	4.5E-6	3.6E-6	3.8E-5	4.0E-6	5.0E-4	4.4E-6	4.4E-6	4.4E-6	3.8E-6	2.3E-5	4.4E-6	4.0E-6	4.3E-5	4.6E-6	4.5E-6	4.6E-6	3.8E-6	4.4E-6	3.5E-6	3.1E-6	4.4E-6	0.0E+0
		Female	6.1E-5	4.4E-6	8.0E-5	4.4E-6	5.3E-6	1.6E-5	0.0E+0	5.3E-6	4.4E-6	5.0E-5	4.8E-6	6.6E-4	5.2E-6	5.3E-6	6.3E-6	4.6E-6	2.6E-5	5.3E-6	4.7E-6	5.1E-5	5.5E-6	5.3E-6	5.4E-6	4.5E-6	0.0E+0	4.3E-6	3.7E-6	5.3E-6	5.3E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 0.01 µm	6.2E-5	Male	1.3E-4	9.3E-6	9.8E-5	9.6E-6	1.2E-5	0.0E+0	4.4E-5	1.2E-5	9.6E-6	1.0E-4	1.1E-5	1.3E-3	1.2E-5	1.2E-5	1.2E-5	1.0E-5	1.8E-5	1.2E-5	1.1E-5	1.1E-4	1.2E-5	1.2E-5	1.2E-5	1.0E-5	1.2E-5	9.4E-6	8.2E-6	1.2E-5	0.0E+0
		Female	1.6E-4	1.2E-5	1.1E-4	1.2E-5	1.4E-5	4.3E-5	0.0E+0	1.4E-5	1.2E-5	1.3E-4	1.3E-5	1.8E-3	1.4E-5	1.4E-5	1.7E-5	1.2E-5	2.1E-5	1.4E-5	1.2E-5	1.4E-4	1.4E-5	1.4E-5	1.4E-5	1.2E-5	0.0E+0	1.2E-5	1.0E-5	1.4E-5	1.4E-5
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 0.03 µm	5.0E-5	Male	1.1E-4	7.8E-6	7.1E-5	8.1E-6	9.9E-6	0.0E+0	3.7E-5	1.0E-5	8.1E-6	8.6E-5	8.9E-6	1.1E-3	9.9E-6	9.9E-6	9.9E-6	8.4E-6	1.3E-5	9.9E-6	8.9E-6	9.6E-5	1.0E-5	1.0E-5	1.0E-5	8.4E-6	9.9E-6	7.9E-6	6.9E-6	9.9E-6	0.0E+0
		Female	1.4E-4	9.8E-6	7.8E-5	9.9E-6	1.2E-5	3.6E-5	0.0E+0	1.2E-5	9.9E-6	1.1E-4	1.1E-5	1.5E-3	1.2E-5	1.2E-5	1.4E-5	1.0E-5	1.5E-5	1.2E-5	1.0E-5	1.1E-4	1.2E-5	1.2E-5	1.2E-5	1.0E-5	0.0E+0	9.7E-6	8.4E-6	1.2E-5	1.2E-5
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 0.1 µm	2.5E-5	Male	5.3E-5	3.9E-6	3.5E-5	4.0E-6	5.0E-6	0.0E+0	1.9E-5	5.1E-6	4.0E-6	4.3E-5	4.5E-6	5.6E-4	5.0E-6	5.0E-6	5.0E-6	4.2E-6	7.2E-6	5.0E-6	4.5E-6	4.8E-5	5.1E-6	5.1E-6	5.2E-6	4.2E-6	5.0E-6	3.9E-6	3.4E-6	5.0E-6	0.0E+0
		Female	6.8E-5	4.9E-6	3.8E-5	4.9E-6	5.9E-6	1.8E-5	0.0E+0	6.0E-6	4.9E-6	5.6E-5	5.3E-6	7.4E-4	5.9E-6	5.9E-6	7.1E-6	5.1E-6	8.4E-6	5.9E-6	5.2E-6	5.7E-5	6.0E-6	5.9E-6	6.1E-6	5.1E-6	0.0E+0	4.9E-6	4.2E-6	5.9E-6	5.9E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 0.3 µm	1.8E-5	Male	3.8E-5	2.8E-6	2.4E-5	2.9E-6	3.6E-6	0.0E+0	1.3E-5	3.6E-6	2.9E-6	3.1E-5	3.2E-6	4.0E-4	3.6E-6	3.6E-6	3.5E-6	3.0E-6	7.6E-6	3.6E-6	3.2E-6	3.5E-5	3.6E-6	3.6E-6	3.7E-6	3.0E-6	3.6E-6	2.8E-6	2.5E-6	3.6E-6	0.0E+0
		Female	4.9E-5	3.5E-6	2.7E-5	3.5E-6	4.2E-6	1.3E-5	0.0E+0	4.3E-6	3.5E-6	4.0E-5	3.8E-6	5.3E-4	4.2E-6	4.2E-6	5.1E-6	3.7E-6	8.8E-6	4.2E-6	3.8E-6	4.1E-5	4.3E-6	4.3E-6	4.4E-6	3.6E-6	0.0E+0	3.5E-6	3.0E-6	4.2E-6	4.2E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 1 µm	1.3E-5	Male	2.7E-5	2.0E-6	1.6E-5	2.1E-6	2.6E-6	0.0E+0	9.6E-6	2.6E-6	2.1E-6	2.2E-5	2.3E-6	2.9E-4	2.6E-6	2.6E-6	2.6E-6	2.2E-6	1.7E-5	2.6E-6	2.3E-6	2.5E-5	2.7E-6	2.6E-6	2.7E-6	2.2E-6	2.6E-6	2.0E-6	1.8E-6	2.6E-6	0.0E+0
		Female	3.5E-5	2.5E-6	1.8E-5	2.6E-6	3.1E-6	9.4E-6	0.0E+0	3.1E-6	2.6E-6	2.9E-5	2.8E-6	3.8E-4	3.0E-6	3.1E-6	3.7E-6	2.7E-6	1.9E-5	3.1E-6	2.7E-6	3.0E-5	3.2E-6	3.1E-6	3.2E-6	2.6E-6	0.0E+0	2.5E-6	2.2E-6	3.1E-6	3.1E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 3 µm	1.0E-5	Male	2.1E-5	1.5E-6	1.2E-5	1.6E-6	2.0E-6	0.0E+0	7.3E-6	2.0E-6	1.6E-6	1.7E-5	1.8E-6	2.2E-4	2.0E-6	1.9E-6	1.9E-6	1.7E-6	2.7E-5	2.0E-6	1.7E-6	1.9E-5	2.1E-6	2.0E-6	2.0E-6	1.7E-6	2.0E-6	1.5E-6	1.4E-6	2.0E-6	0.0E+0
		Female	2.7E-5	1.9E-6	1.4E-5	1.9E-6	2.3E-6	7.1E-6	0.0E+0	2.3E-6	1.9E-6	2.2E-5	2.1E-6	2.9E-4	2.3E-6	2.3E-6	2.8E-6	2.0E-6	3.2E-5	2.3E-6	2.1E-6	2.2E-5	2.5E-6	2.3E-6	2.4E-6	2.0E-6	0.0E+0	1.9E-6	1.6E-6	2.3E-6	2.3E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 5 µm	7.3E-6	Male	1.5E-5	1.1E-6	9.1E-6	1.1E-6	1.4E-6	0.0E+0	5.2E-6	1.4E-6	1.1E-6	1.2E-5	1.3E-6	1.6E-4	1.4E-6	1.4E-6	1.4E-6	1.2E-6	2.9E-5	1.4E-6	1.3E-6	1.4E-5	1.5E-6	1.4E-6	1.5E-6	1.2E-6	1.4E-6	1.1E-6	9.7E-7	1.4E-6	0.0E+0
		Female	1.9E-5	1.4E-6	1.0E-5	1.4E-6	1.7E-6	5.1E-6	0.0E+0	1.7E-6	1.4E-6	1.6E-5	1.5E-6	2.1E-4	1.7E-6	1.7E-6	2.0E-6	1.5E-6	3.4E-5	1.7E-6	1.5E-6	1.6E-5	1.8E-6	1.7E-6	1.7E-6	1.4E-6	0.0E+0	1.4E-6	1.2E-6	1.7E-6	1.7E-6
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 10 µm	3.8E-6	Male	7.5E-6	5.6E-7	4.5E-6	5.7E-7	7.0E-7	0.0E+0	2.6E-6	7.2E-7	5.7E-7	6.1E-6	6.3E-7	7.9E-5	7.0E-7	7.0E-7	7.0E-7	6.0E-7	2.8E-5	7.0E-7	6.3E-7	6.8E-6	8.1E-7	7.2E-7	7.4E-7	6.0E-7	7.0E-7	5.6E-7	4.9E-7	7.0E-7	0.0E+0
		Female	9.7E-6	6.9E-7	5.0E-6	7.0E-7	8.4E-7	2.6E-6	0.0E+0	8.4E-7	7.0E-7	7.9E-6	7.5E-7	1.1E-4	8.3E-7	8.4E-7	1.0E-6	7.3E-7	3.3E-5	8.4E-7	7.4E-7	8.1E-6	9.6E-7	8.4E-7	8.6E-7	7.2E-7	0.0E+0	6.9E-7	5.9E-7	8.4E-7	8.4E-7
Inhalation, Aerosols Type M, Thorium hydroxide, fA=1E-4, 20 µm	1.6E-6	Male	3.1E-6	2.3E-7	1.6E-6	2.3E-7	2.9E-7	0.0E+0	1.1E-6	2.9E-7	2.3E-7	2.5E-6	2.6E-7	3.2E-5	2.9E-7	2.9E-7	2.9E-7	2.4E-7	2.5E-5	2.9E-7	2.6E-7	2.8E-6	3.7E-7	2.9E-7	3.0E-7	2.4E-7	2.9E-7	2.3E-7	2.0E-7	2.9E-7	0.0E+0
		Female	4.0E-6	2.8E-7	1.7E-6	2.9E-7	3.4E-7	1.0E-6	0.0E+0	3.5E-7	2.9E-7	3.2E-6	3.1E-7	4.3E-5	3.4E-7	3.4E-7	4.1E-7	3.0E-7	2.9E-5	3.4E-7	3.0E-7	3.3E-6	4.5E-7	3.4E-7	3.5E-7	2.9E-7	0.0E+0	2.8E-7	2.4E-7	3.4E-7	3.4E-7
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 0.001 µm	8.5E-6	Male	8.5E-7	5.9E-8	4.5E-5	6.1E-8	7.5E-8	0.0E+0	3.0E-7	7.7E-8	6.1E-8	6.7E-7	6.8E-8	8.8E-6	7.5E-8	7.5E-8	7.5E-8	6.4E-8	2.1E-4	7.5E-8	6.7E-8	7.7E-7	5.6E-5	7.7E-8	7.9E-8	6.4E-8	7.5E-8	6.0E-8	5.2E-8	7.5E-8	0.0E+0
		Female	1.1E-6	7.4E-8	4.8E-5	7.5E-8	8.9E-8	2.9E-7	0.0E+0	9.0E-8	7.5E-8	8.8E-7	8.1E-8	1.2E-5	8.9E-8	8.9E-8	1.1E-7	7.8E-8	2.4E-4	8.9E-8	7.9E-8	9.1E-7	7.0E-5	9.0E-8	9.2E-8	7.7E-8	0.0E+0	7.3E-8	6.3E-8	8.9E-8	8.9E-8
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 0.003 µm	3.9E-5	Male	9.7E-6	6.4E-7	2.4E-4	6.6E-7	8.1E-7	0.0E+0	3.3E-6	8.3E-7	6.6E-7	7.5E-6	7.3E-7	9.9E-5	8.1E-7	8.1E-7	8.1E-7	6.9E-7	1.3E-4	8.1E-7	7.3E-7	8.7E-6	4.0E-4	8.3E-7	8.5E-7	6.9E-7	8.1E-7	6.4E-7	5.6E-7	8.1E-7	0.0E+0
		Female	1.3E-5	8.0E-7	2.7E-4	8.1E-7	9.7E-7	3.3E-6	0.0E+0	9.8E-7	8.1E-7	9.8E-6	8.7E-7	1.3E-4	9.6E-7	9.7E-7	1.2E-6	8.4E-7	1.4E-4	9.7E-7	8.6E-7	1.0E-5	5.0E-4	9.7E-7	1.0E-6	8.3E-7	0.0E+0	7.9E-7	6.9E-7	9.7E-7	9.7E-7
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 0.01 µm	1.1E-4	Male	3.5E-5	2.3E-6	6.3E-4	2.4E-6	2.9E-6	0.0E+0	1.2E-5	3.0E-6	2.4E-6	2.7E-5	2.6E-6	3.6E-4	2.9E-6	2.9E-6	2.9E-6	2.5E-6	5.0E-5	2.9E-6	2.6E-6	3.1E-5	1.4E-3	3.0E-6	3.1E-6	2.5E-6	2.9E-6	2.3E-6	2.0E-6	2.9E-6	0.0E+0
		Female	4.6E-5	2.9E-6	7.5E-4	2.9E-6	3.5E-6	1.2E-5	0.0E+0	3.5E-6	2.9E-6	3.5E-5	3.1E-6	4.7E-4	3.4E-6	3.5E-6	4.2E-6	3.0E-6	5.8E-5	3.5E-6	3.1E-6	3.7E-5	1.8E-3	3.5E-6	3.6E-6	3.0E-6	0.0E+0	2.8E-6	2.5E-6	3.5E-6	3.5E-6
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 0.03 µm	9.5E-5	Male	3.1E-5	2.0E-6	5.3E-4	2.1E-6	2.5E-6	0.0E+0	1.1E-5	2.6E-6	2.1E-6	2.3E-5	2.3E-6	3.1E-4	2.5E-6	2.5E-6	2.5E-6	2.1E-6	2.5E-5	2.5E-6	2.3E-6	2.7E-5	1.2E-3	2.6E-6	2.7E-6	2.1E-6	2.5E-6	2.0E-6	1.8E-6	2.5E-6	0.0E+0
		Female	4.0E-5	2.5E-6	6.3E-4	2.5E-6	3.0E-6	1.0E-5	0.0E+0	3.0E-6	2.5E-6	3.1E-5	2.7E-6	4.1E-4	3.0E-6	3.0E-6	3.6E-6	2.6E-6	2.9E-5	3.0E-6	2.7E-6	3.2E-5	1.6E-3	3.0E-6	3.1E-6	2.6E-6	0.0E+0	2.5E-6	2.1E-6	3.0E-6	3.0E-6
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 0.1 µm	4.7E-5	Male	1.5E-5	1.0E-6	2.7E-4	1.0E-6	1.3E-6	0.0E+0	5.3E-6	1.3E-6	1.0E-6	1.2E-5	1.1E-6	1.6E-4	1.3E-6	1.3E-6	1.3E-6	1.1E-6	1.8E-5	1.3E-6	1.1E-6	1.4E-5	6.2E-4	1.3E-6	1.3E-6	1.1E-6	1.3E-6	1.0E-6	8.8E-7	1.3E-6	0.0E+0
		Female	2.0E-5	1.2E-6	3.2E-4	1.3E-6	1.5E-6	5.1E-6	0.0E+0	1.5E-6	1.3E-6	1.5E-5	1.4E-6	2.1E-4	1.5E-6	1.5E-6	1.8E-6	1.3E-6	2.1E-5	1.5E-6	1.3E-6	1.6E-5	7.8E-4	1.5E-6	1.6E-6	1.3E-6	0.0E+0	1.2E-6	1.1E-6	1.5E-6	1.5E-6
Inhalation, Aerosols Type S, Oxide, all unspecified forms, fA=5E-6, 0.3 µm	3.4E-5	Male	1.1E-5	7.2E-7	1.9E-4	7.4E-7	9.1E-7	0.0E+0	3.8E-6	9.3E-7	7.4E-7	8.4E-6	8.2E-7	1.1E-4	9.1E-7	9.1E-7	9.1E-7	7.7E-7	2.9E-5	9.1E-7	8.2E-7	9.8E-6	4.5E-4	9.3E-7	9.5E-7	7.7E-7	9.1E-7	7.2E-7	6.3E-7	9.1E-7	0.0E+0
